45,41,7,1,3
45,41,7,2,9
45,41,7,3,7
45,41,7,4,6
45,41,7,5,4
45,41,7,6,2
45,41,7,7,1
45,41,7,8,4
45,41,7,9,7
45,41,7,10,10
45,41,7,11,10
47,43,7,12,5
47,43,7,13,6
47,43,7,14,9
47,43,7,15,5
47,43,7,16,9
47,43,7,17,10
50,37,5,18,2
50,37,5,19,1
50,37,5,20,6
50,37,5,21,5
50,37,5,22,5
50,37,5,23,8
50,37,5,24,4
50,37,5,25,1
50,37,5,26,5
51,92,8,27,8
51,92,8,28,4
51,92,8,29,10
51,92,8,30,3
51,92,8,31,4
51,92,8,32,8
51,92,8,33,3
51,92,8,34,2
51,92,8,35,9
51,92,8,36,6
59,95,6,37,10
59,95,6,38,5
59,95,6,39,4
59,95,6,40,10
59,95,6,41,4
59,95,6,42,1
59,95,6,43,4
59,95,6,44,3
59,95,6,45,8
59,95,6,46,6
62,11,10,47,4
62,11,10,48,6
62,11,10,49,7
62,11,10,50,10
62,11,10,51,9
62,11,10,52,3
62,11,10,53,1
62,11,10,54,10
62,11,10,55,10
62,11,10,56,10
78,17,7,57,4
78,17,7,58,7
78,17,7,59,1
78,17,7,60,10
78,17,7,61,8
78,17,7,62,6
78,17,7,63,10
78,17,7,64,7
78,17,7,65,7
87,43,10,66,9
87,43,10,67,5
87,43,10,68,3
87,43,10,69,2
87,43,10,70,8
87,43,10,71,8
87,43,10,72,6
87,43,10,73,9
88,4,8,74,4
88,4,8,75,1
88,4,8,76,4
88,4,8,77,7
88,4,8,78,4
88,4,8,79,4
88,4,8,80,10
88,4,8,81,3
98,15,4,82,2
98,15,4,83,2
98,15,4,84,4
98,15,4,85,8
98,15,4,86,3
98,15,4,87,10
98,15,4,88,7
98,15,4,89,3
101,57,3,90,3
101,57,3,91,5
101,57,3,92,10
101,57,3,93,9
101,57,3,94,8
101,57,3,95,6
101,57,3,96,10
101,57,3,97,6
101,57,3,98,5
101,57,3,99,7
101,57,3,100,2
101,57,3,101,4
101,57,3,102,4
101,57,3,103,2
101,57,3,104,7
106,12,5,105,1
106,12,5,106,3
106,12,5,107,3
106,12,5,108,7
106,12,5,109,1
106,12,5,110,1
106,12,5,111,3
106,12,5,112,9
106,12,5,113,3
106,12,5,114,3
106,12,5,115,5
106,12,5,116,9
106,12,5,117,3
140,82,3,118,5
140,82,3,119,5
140,82,3,120,6
140,82,3,121,3
140,82,3,122,8
140,82,3,123,6
140,82,3,124,9
140,82,3,125,10
140,82,3,126,9
140,82,3,127,9
140,82,3,128,3
141,52,8,129,3
141,52,8,130,4
141,52,8,131,2
141,52,8,132,7
141,52,8,133,4
141,52,8,134,5
141,52,8,135,4
141,52,8,136,4
141,52,8,137,4
141,52,8,138,4
141,52,8,139,8
141,52,8,140,10
141,52,8,141,10
141,52,8,142,10
141,52,8,143,6
141,52,8,144,10
141,52,8,145,4
141,52,8,146,4
141,52,8,147,1
141,52,8,148,4
141,52,8,149,3
141,52,8,150,10
141,52,8,151,6
141,52,8,152,10
141,52,8,153,7
141,52,8,154,4
141,52,8,155,8
145,36,3,156,9
145,36,3,157,4
145,36,3,158,4
145,36,3,159,6
146,93,1,160,7
146,93,1,161,10
146,93,1,162,5
146,93,1,163,3
146,93,1,164,10
146,93,1,165,5
146,93,1,166,2
146,93,1,167,4
146,93,1,168,5
146,93,1,169,5
146,93,1,170,10
159,42,8,171,10
159,42,8,172,4
159,42,8,173,1
159,42,8,174,1
159,42,8,175,6
159,42,8,176,6
159,42,8,177,7
159,42,8,178,4
159,42,8,179,1
159,42,8,180,8
159,42,8,181,2
159,42,8,182,2
159,42,8,183,4
159,42,8,184,7
159,42,8,185,4
159,42,8,186,7
159,42,8,187,2
159,42,8,188,1
164,8,5,189,2
164,8,5,190,1
164,8,5,191,3
164,8,5,192,1
164,8,5,193,3
164,8,5,194,1
164,8,5,195,8
164,8,5,196,10
164,8,5,197,1
164,8,5,198,2
164,8,5,199,2
164,8,5,200,8
164,8,5,201,2
164,8,5,202,7
165,90,3,203,7
165,90,3,204,5
165,90,3,205,8
165,90,3,206,5
165,90,3,207,10
165,90,3,208,7
165,90,3,209,3
165,90,3,210,2
165,90,3,211,7
187,5,7,212,6
187,5,7,213,5
187,5,7,214,2
187,5,7,215,9
187,5,7,216,10
187,5,7,217,7
187,5,7,218,4
187,5,7,219,5
187,5,7,220,5
187,5,7,221,9
187,5,7,222,8
197,17,1,223,6
197,17,1,224,4
197,17,1,225,4
197,17,1,226,2
197,17,1,227,9
197,17,1,228,10
206,25,2,229,7
206,25,2,230,1
206,25,2,231,2
206,25,2,232,4
206,25,2,233,2
206,25,2,234,7
206,25,2,235,10
206,25,2,236,5
206,25,2,237,3
206,25,2,238,7
216,72,6,239,8
216,72,6,240,8
216,72,6,241,10
216,72,6,242,4
216,72,6,243,9
216,72,6,244,9
216,72,6,245,3
216,72,6,246,7
216,72,6,247,1
216,72,6,248,6
216,72,6,249,1
230,29,6,250,5
230,29,6,251,1
230,29,6,252,1
230,29,6,253,7
230,29,6,254,5
230,29,6,255,8
230,29,6,256,6
230,29,6,257,9
230,29,6,258,7
237,15,4,259,10
237,15,4,260,2
237,15,4,261,3
237,15,4,262,9
237,15,4,263,8
237,15,4,264,7
237,15,4,265,3
237,15,4,266,2
237,15,4,267,3
243,65,1,268,10
243,65,1,269,9
243,65,1,270,6
243,65,1,271,6
243,65,1,272,9
243,65,1,273,8
243,65,1,274,3
243,65,1,275,9
243,65,1,276,2
243,65,1,277,10
249,96,9,278,8
249,96,9,279,3
249,96,9,280,3
249,96,9,281,5
264,68,10,282,1
264,68,10,283,7
264,68,10,284,2
264,68,10,285,1
264,68,10,286,6
264,68,10,287,7
264,68,10,288,4
264,68,10,289,4
264,68,10,290,7
264,68,10,291,10
267,86,1,292,7
267,86,1,293,10
267,86,1,294,7
267,86,1,295,3
267,86,1,296,9
268,32,9,297,7
268,32,9,298,10
268,32,9,299,3
268,32,9,300,3
268,32,9,301,8
268,32,9,302,7
268,32,9,303,3
268,32,9,304,5
268,32,9,305,9
268,32,9,306,1
268,32,9,307,7
268,32,9,308,4
268,32,9,309,2
268,32,9,310,6
268,32,9,311,8
268,32,9,312,9
268,32,9,313,6
292,92,5,314,1
292,92,5,315,3
292,92,5,316,1
292,92,5,317,4
292,92,5,318,5
292,92,5,319,7
292,92,5,320,7
292,92,5,321,9
292,92,5,322,7
292,92,5,323,9
301,91,2,324,10
301,91,2,325,3
301,91,2,326,6
301,91,2,327,9
301,91,2,328,4
301,91,2,329,9
301,91,2,330,8
301,91,2,331,9
301,91,2,332,5
301,91,2,333,1
301,91,2,334,2
301,91,2,335,7
301,91,2,336,7
301,91,2,337,7
301,91,2,338,1
301,91,2,339,3
301,91,2,340,6
301,91,2,341,2
307,54,10,342,2
307,54,10,343,9
307,54,10,344,3
307,54,10,345,2
307,54,10,346,4
307,54,10,347,9
308,37,9,348,8
308,37,9,349,8
308,37,9,350,8
308,37,9,351,7
308,37,9,352,3
308,37,9,353,7
308,37,9,354,10
308,37,9,355,8
308,37,9,356,7
308,37,9,357,2
308,37,9,358,4
308,37,9,359,5
308,37,9,360,3
308,37,9,361,3
308,37,9,362,8
308,37,9,363,1
308,37,9,364,7
316,96,3,365,1
316,96,3,366,4
316,96,3,367,6
316,96,3,368,7
316,96,3,369,2
316,96,3,370,5
316,96,3,371,8
316,96,3,372,8
316,96,3,373,5
316,96,3,374,10
316,96,3,375,10
316,96,3,376,9
316,96,3,377,2
316,96,3,378,10
316,96,3,379,5
316,96,3,380,5
316,96,3,381,5
316,96,3,382,10
337,98,10,383,10
337,98,10,384,1
337,98,10,385,2
337,98,10,386,10
337,98,10,387,10
337,98,10,388,4
337,98,10,389,7
337,98,10,390,9
337,98,10,391,9
337,98,10,392,10
337,98,10,393,7
337,98,10,394,3
386,26,4,395,4
386,26,4,396,3
386,26,4,397,8
386,26,4,398,6
386,26,4,399,9
386,26,4,400,6
386,26,4,401,2
386,26,4,402,7
386,26,4,403,9
386,26,4,404,8
386,26,4,405,6
392,19,5,406,5
392,19,5,407,5
392,19,5,408,6
392,19,5,409,7
392,19,5,410,8
392,19,5,411,3
392,19,5,412,2
392,19,5,413,6
392,19,5,414,5
392,19,5,415,10
392,19,5,416,4
392,19,5,417,10
407,69,8,418,6
407,69,8,419,8
407,69,8,420,6
407,69,8,421,3
407,69,8,422,9
407,69,8,423,10
407,69,8,424,3
407,69,8,425,8
407,69,8,426,4
413,73,5,427,6
413,73,5,428,10
413,73,5,429,2
413,73,5,430,6
413,73,5,431,8
413,73,5,432,4
413,73,5,433,7
413,73,5,434,2
413,73,5,435,9
413,73,5,436,2
413,73,5,437,2
413,73,5,438,4
413,73,5,439,6
449,86,9,440,4
449,86,9,441,5
449,86,9,442,1
449,86,9,443,5
449,86,9,444,2
449,86,9,445,9
449,86,9,446,9
449,86,9,447,4
449,86,9,448,9
449,86,9,449,2
449,86,9,450,1
449,86,9,451,9
449,86,9,452,9
449,86,9,453,5
449,86,9,454,10
449,86,9,455,6
449,86,9,456,4
449,86,9,457,5
449,86,9,458,6
449,86,9,459,1
451,40,6,460,9
451,40,6,461,7
451,40,6,462,8
451,40,6,463,4
451,40,6,464,3
451,40,6,465,2
451,40,6,466,4
451,40,6,467,3
451,40,6,468,10
451,40,6,469,4
451,40,6,470,7
451,40,6,471,8
471,76,1,472,3
471,76,1,473,5
471,76,1,474,8
471,76,1,475,2
471,76,1,476,7
471,76,1,477,5
471,76,1,478,3
471,76,1,479,2
471,76,1,480,7
497,57,10,481,8
497,57,10,482,7
497,57,10,483,1
497,57,10,484,4
497,57,10,485,8
497,57,10,486,3
497,57,10,487,5
497,57,10,488,4
501,42,7,489,9
501,42,7,490,6
501,42,7,491,6
501,42,7,492,8
501,42,7,493,8
501,42,7,494,6
501,42,7,495,3
501,42,7,496,2
501,42,7,497,5
501,42,7,498,2
505,45,7,499,2
505,45,7,500,7
505,45,7,501,7
505,45,7,502,2
505,45,7,503,6
505,45,7,504,2
505,45,7,505,2
505,45,7,506,9
505,45,7,507,5
505,45,7,508,2
505,45,7,509,1
505,45,7,510,7
505,45,7,511,6
505,45,7,512,8
505,45,7,513,7
517,3,10,514,3
517,3,10,515,1
517,3,10,516,8
517,3,10,517,5
517,3,10,518,10
517,3,10,519,3
533,46,10,520,1
533,46,10,521,6
533,46,10,522,8
533,46,10,523,9
533,46,10,524,2
533,46,10,525,5
533,46,10,526,7
533,46,10,527,1
533,46,10,528,1
538,3,7,529,7
538,3,7,530,5
538,3,7,531,9
538,3,7,532,7
538,3,7,533,6
538,3,7,534,10
538,3,7,535,4
550,26,1,536,9
550,26,1,537,1
550,26,1,538,6
550,26,1,539,9
550,26,1,540,10
550,26,1,541,4
550,26,1,542,8
558,31,9,543,7
558,31,9,544,5
558,31,9,545,2
558,31,9,546,6
558,31,9,547,5
573,3,1,548,2
573,3,1,549,2
573,3,1,550,2
573,3,1,551,5
573,3,1,552,10
573,3,1,553,7
573,3,1,554,9
577,15,7,555,3
577,15,7,556,9
577,15,7,557,5
577,15,7,558,8
577,15,7,559,6
577,15,7,560,7
577,15,7,561,6
577,15,7,562,5
577,15,7,563,7
577,15,7,564,1
577,15,7,565,1
577,15,7,566,10
580,15,5,567,1
580,15,5,568,5
580,15,5,569,6
580,15,5,570,5
580,15,5,571,2
580,15,5,572,9
580,15,5,573,1
580,15,5,574,5
580,15,5,575,10
580,15,5,576,7
580,15,5,577,8
580,15,5,578,5
580,15,5,579,3
582,34,3,580,9
582,34,3,581,8
582,34,3,582,5
582,34,3,583,4
582,34,3,584,3
582,34,3,585,8
582,34,3,586,2
582,34,3,587,7
582,34,3,588,2
582,34,3,589,6
582,34,3,590,2
582,34,3,591,1
582,34,3,592,5
582,34,3,593,7
616,97,7,594,4
616,97,7,595,8
616,97,7,596,9
616,97,7,597,5
616,97,7,598,2
616,97,7,599,4
626,66,1,600,3
626,66,1,601,2
626,66,1,602,1
626,66,1,603,8
626,66,1,604,6
626,66,1,605,3
626,66,1,606,7
626,66,1,607,1
626,66,1,608,10
626,66,1,609,8
627,18,5,610,1
627,18,5,611,8
627,18,5,612,10
627,18,5,613,7
627,18,5,614,10
627,18,5,615,1
627,18,5,616,1
627,18,5,617,6
627,18,5,618,9
627,18,5,619,1
627,18,5,620,7
627,18,5,621,2
631,61,10,622,4
631,61,10,623,3
631,61,10,624,9
631,61,10,625,6
631,61,10,626,4
631,61,10,627,2
631,61,10,628,2
631,61,10,629,3
631,61,10,630,4
631,61,10,631,3
633,74,3,632,9
633,74,3,633,10
633,74,3,634,4
633,74,3,635,2
633,74,3,636,3
633,74,3,637,9
633,74,3,638,2
633,74,3,639,7
633,74,3,640,2
633,74,3,641,5
642,22,3,642,8
642,22,3,643,4
642,22,3,644,4
642,22,3,645,1
642,22,3,646,7
642,22,3,647,1
642,22,3,648,4
642,22,3,649,1
642,22,3,650,9
642,22,3,651,9
642,22,3,652,10
642,22,3,653,6
642,22,3,654,5
642,22,3,655,7
642,22,3,656,9
655,45,2,657,1
655,45,2,658,7
655,45,2,659,8
655,45,2,660,9
655,45,2,661,8
655,45,2,662,7
655,45,2,663,2
